mu,xi,sigma,c,generations,extinct,final_fitness,final_variance,final_clusters,final_silhouette,speciation
0.01,0.05,1.0,0.005,100,False,0.5789189163103525,0.00013887136131988438,4,1.0,True
0.01,0.05,1.0,0.005,200,True,0.20115291086001488,3.90193406732854e-32,1,,False
0.01,0.05,1.0,0.01,50,False,0.5590781890783021,1.1474407111689623e-05,2,0.989999951553458,True
0.01,0.05,1.0,0.01,100,True,0.20480349816066779,8.428350919124641e-33,1,,False
0.01,0.05,1.0,0.01,200,True,0.2041383148424684,9.369649179443902e-33,1,,False
0.01,0.05,2.0,0.0,50,False,0.9902531715382749,0.003965396830273414,3,1.0,True
0.01,0.05,2.0,0.0,100,False,0.9933200691042359,7.414018327856524e-05,2,1.0,True
0.01,0.05,2.0,0.0,200,False,0.9952459620600128,1.6457673227896551e-32,1,,False
0.01,0.05,2.0,0.002,50,False,0.9845476192531482,0.008015635305031205,5,0.9694186623023165,True
0.01,0.05,2.0,0.002,100,False,0.9730201189438182,0.00043255322970600147,5,0.99,True
0.01,0.05,2.0,0.002,200,False,0.9001899345436455,0.002493359458499319,5,1.0,True
0.01,0.05,2.0,0.005,50,False,0.9574894348693153,0.006824544682974632,2,0.9954418862382896,True
0.01,0.05,2.0,0.005,100,False,0.8429447349331576,0.0001211146381770656,4,0.9999999981808564,True
0.01,0.05,2.0,0.005,200,False,0.5303407384670846,9.87680368145446e-05,2,1.0,True
0.01,0.05,2.0,0.01,50,False,0.8908838909099113,2.3563301479747115e-32,1,,False
0.01,0.05,2.0,0.01,100,False,0.6084344014910532,0.0002151461504516848,2,1.0,True
0.01,0.05,2.0,0.01,200,True,0.20105778776362426,5.53381362965984e-32,1,,False
0.01,0.1,0.2,0.0,50,False,0.9524926895661701,8.533285445630904e-05,2,1.0,True
0.01,0.1,0.2,0.0,100,False,0.8331636986922832,1.2785377218288725e-07,3,0.9899990035395133,True
0.01,0.1,0.2,0.0,200,False,0.9350738500289788,0.0002924594036507659,2,1.0,True
0.01,0.1,0.2,0.002,50,False,0.6778070433845694,1.5023758198989492e-33,1,,False
0.01,0.1,0.2,0.002,100,False,0.23542910998161165,6.410674432842974e-05,2,1.0,True
0.01,0.1,0.2,0.002,200,True,0.20170278693133045,6.58908782223483e-33,1,,False
0.01,0.1,0.2,0.005,50,True,0.207274498575497,7.722979076992816e-33,1,,False
0.01,0.1,0.2,0.005,100,True,0.20177830595431157,6.495198737445953e-32,1,,False
0.01,0.1,0.2,0.005,200,True,0.20949758413418182,8.89779634306903e-32,1,,False
0.01,0.1,0.2,0.01,50,True,0.20298560550547265,8.031127868094774e-33,1,,False
0.01,0.1,0.2,0.01,100,True,0.20971866966705938,4.918494058755809e-33,1,,False
0.01,0.1,0.2,0.01,200,True,0.2068976099576136,3.546118510102998e-33,1,,False
0.01,0.1,0.5,0.0,50,False,0.9496706051642885,0.0039824058848292486,3,0.9938486191756418,True
0.01,0.1,0.5,0.0,100,False,0.9616583699465027,0.0010846765803336489,4,1.0,True
0.01,0.1,0.5,0.0,200,False,0.9502159082938546,2.194330569020657e-05,3,1.0,True
0.01,0.1,0.5,0.002,50,False,0.9283894787600799,0.0011354938700619739,5,1.0,True
0.01,0.1,0.5,0.002,100,False,0.7395653700849769,3.935783746040399e-05,2,1.0,True
0.01,0.1,0.5,0.002,200,False,0.25897672471999766,4.06971834501291e-05,3,0.99,True
0.01,0.1,0.5,0.005,50,False,0.7080486431889025,0.003039350078765021,5,0.9999999488352784,True
0.01,0.1,0.5,0.005,100,True,0.20181390030196805,1.5755950120229679e-32,1,,False
0.01,0.1,0.5,0.005,200,True,0.20263259901953748,9.22520443361486e-33,1,,False
0.01,0.1,0.5,0.01,50,True,0.20148479250115656,1.2759285881565438e-32,1,,False
0.01,0.1,0.5,0.01,100,True,0.21509090487228583,2.939947106434806e-32,1,,False
0.01,0.1,0.5,0.01,200,True,0.2100607612439032,2.6280818723932884e-32,1,,False
0.01,0.1,1.0,0.0,50,False,0.9542736033955692,0.014876301668543881,5,0.9999999554704266,True
0.01,0.1,1.0,0.0,100,False,0.9753592440680768,0.0004723140203756359,2,1.0,True
0.01,0.1,1.0,0.0,200,False,0.9811138103868007,4.0094321458148365e-06,3,0.9999999945667772,True
0.01,0.1,1.0,0.002,50,False,0.9829656687287273,1.5157789534238187e-33,1,,False
0.01,0.1,1.0,0.002,100,False,0.8885055997031496,0.0006830616888007388,3,1.0,True
0.01,0.1,1.0,0.002,200,False,0.7286110563647523,0.00012484988944855404,2,1.0,True
0.01,0.1,1.0,0.005,50,False,0.9043825339260413,0.004781350543214891,5,0.9502951052454968,True
0.01,0.1,1.0,0.005,100,False,0.5765721558765621,9.172241360144211e-33,1,,False
0.01,0.1,1.0,0.005,200,True,0.20141864609579868,3.644822419752844e-32,1,,False
0.01,0.1,1.0,0.01,50,False,0.6491512576954512,0.0005157605287012825,2,0.9999999922671609,True
0.01,0.1,1.0,0.01,100,True,0.20523013902648074,1.6967442810051547e-32,1,,False
0.01,0.1,1.0,0.01,200,True,0.2070224174810412,9.205945134170987e-33,1,,False
0.01,0.1,2.0,0.0,50,False,0.9915363463297919,0.003844313695416597,3,0.9999999668843175,True
0.01,0.1,2.0,0.0,100,False,0.9939701047812457,8.246755795232729e-05,2,1.0,True
0.01,0.1,2.0,0.0,200,False,0.9954483676241139,0.00106447758848567,4,1.0,True
0.01,0.1,2.0,0.002,50,False,0.9902910785315566,0.0034634962546932512,3,1.0,True
0.01,0.1,2.0,0.002,100,False,0.9723478784487831,0.0013968916313011588,5,0.9572539934054549,True
0.01,0.1,2.0,0.002,200,False,0.9209972467818425,0.0025711948399527048,2,1.0,True
0.01,0.1,2.0,0.005,50,False,0.9513689057232235,0.0062098809144550005,5,1.0,True
0.01,0.1,2.0,0.005,100,False,0.8526744187223211,2.9797294326968162e-05,4,0.98,True
